R;G;B
180;186;157
182;187;159
182;187;159
183;188;158
183;188;158
183;188;158
182;187;157
182;187;157
181;187;157
180;186;157
180;186;157
179;185;156
179;185;156
180;185;157
180;185;157
181;186;157
181;186;157
180;185;156
182;186;158
182;186;158
182;186;158
182;186;158
182;186;158
182;186;158
181;186;157
181;186;157
179;184;156
179;184;156
178;182;155
178;182;155
176;180;154
176;180;154
176;180;153
176;180;153
174;179;152
174;179;152
174;179;151
174;179;151
174;179;151
174;179;151
173;179;151
174;179;151
174;179;151
174;179;151
174;179;151
174;179;151
174;179;151
175;179;152
175;179;152
175;179;152
175;179;152
176;181;153
176;181;153
176;182;154
176;182;154
177;182;154
177;182;154
177;183;155
177;183;155
177;182;154
177;182;154
178;183;156
178;183;156
177;182;155
178;182;155
178;182;155
178;182;155
180;184;157
180;184;157
180;185;156
180;185;156
180;185;156
180;185;156
181;186;157
181;186;157
181;187;157
181;187;157
183;188;158
183;188;158
182;187;157
182;187;157
182;187;157
182;187;157
182;187;157
182;187;157
182;187;157
181;187;157
181;187;157
181;187;157
181;187;157
179;185;155
179;185;155
180;185;157
180;185;157
179;184;156
180;185;156
180;185;156
179;184;156
179;184;156
179;184;156
179;184;156
180;185;157
180;185;157
179;184;156
179;184;156
179;185;156
179;185;156
178;183;154
177;182;153
177;182;153
175;181;152
175;181;152
174;179;151
174;179;151
172;178;150
172;178;150
171;176;150
171;176;150
170;175;150
170;175;150
170;175;150
170;175;150
170;174;150
170;174;150
170;174;150
170;174;150
170;174;149
170;174;149
170;174;149
170;175;149
170;175;149
169;174;149
168;173;148
168;173;148
168;172;148
168;172;148
168;173;149
168;173;149
169;173;148
169;173;148
169;173;149
169;173;149
169;173;149
169;174;149
169;174;149
170;174;150
170;174;150
170;175;149
170;175;149
170;175;149
170;175;149
170;175;149
170;175;150
170;175;150
169;175;149
169;175;149
169;174;149
169;174;149
169;173;149
169;173;149
168;173;149
168;173;149
167;171;148
167;171;148
167;171;148
150;152;133
150;152;133
147;150;131
147;150;130
147;150;130
145;149;130
145;149;130
142;145;127
142;145;127
142;145;127
140;143;125
140;143;125
139;141;124
139;141;124
139;141;123
139;141;123
137;139;122
137;139;122
136;138;121
133;135;119
133;135;119
133;134;119
133;134;119
132;134;119
132;134;119
131;132;118
131;132;118
131;132;118
131;131;118
131;131;118
130;131;117
130;131;117
130;131;117
130;131;117
130;131;117
130;131;116
130;131;116
129;131;116
129;131;116
130;130;116
130;130;116
128;129;115
127;128;114
127;128;114
125;126;113
123;123;111
122;122;110
122;122;110
120;120;108
119;120;107
119;120;107
117;118;106
117;117;105
117;117;105
116;117;105
116;117;105
115;115;104
115;115;104
114;115;104
114;115;104
115;115;104
115;115;104
114;115;103
114;115;103
114;115;103
115;115;103
115;115;103
114;115;103
114;115;103
115;115;103
114;114;103
114;114;103
114;114;103
114;114;103
112;112;102
112;112;102
112;112;101
112;112;101
111;111;101
111;111;101
111;111;101
110;110;100
110;110;100
110;109;100
108;108;99
108;108;99
107;107;99
107;107;99
107;107;98
107;107;98
106;105;97
106;105;97
104;104;96
104;104;96
104;103;95
104;103;95
103;102;95
103;102;95
100;100;92
101;101;93
101;101;93
100;99;91
100;99;91
99;98;90
99;98;90
98;97;90
98;97;90
97;96;88
97;96;88
96;95;87
96;95;87
96;94;87
96;94;87
95;94;87
95;94;87
93;92;86
92;91;85
92;91;85
92;91;85
93;91;85
92;91;84
91;90;83
91;90;83
92;90;84
92;90;84
90;89;82
90;89;82
89;88;82
89;88;82
89;88;82
89;88;82
88;86;81
88;86;81
88;86;80
88;86;80
87;86;80
87;86;80
87;86;80
86;85;79
86;85;79
85;84;79
85;84;79
86;84;79
86;84;79
84;83;77
84;83;77
84;83;77
84;83;77
83;81;77
82;81;76
82;81;76
81;80;75
81;80;75
81;80;75
81;80;75
80;78;74
80;78;74
79;77;73
79;77;73
79;77;73
79;77;73
78;76;72
78;76;72
78;76;72
78;76;72
78;76;72
77;75;71
77;75;71
77;75;72
77;75;72
77;75;71
77;75;71
77;75;71
77;75;71
77;75;72
77;75;72
77;75;71
77;75;71
77;75;71
77;75;71
78;77;72
78;77;72
79;77;73
79;77;73
79;78;73
79;78;73
79;77;73
79;77;73
79;77;73
79;77;73
79;77;73
79;77;73
80;78;74
79;77;73
79;77;73
79;78;73
79;78;73
79;77;73
79;77;73
79;77;73
79;77;73
78;77;72
78;77;72
79;77;73
79;77;73
79;77;73
79;77;73
79;77;73
79;77;73
79;77;73
79;77;73
80;78;74
80;78;74
80;78;74
80;78;74
80;77;74
80;77;74
80;77;74
80;77;74
80;77;74
80;77;74
80;77;74
80;77;74
81;79;75
81;79;75
80;78;74
80;78;74
82;80;76
82;80;76
82;80;76
82;80;76
82;80;76
82;80;76
82;80;76
82;80;76
82;80;76
82;80;76
82;80;76
82;80;76
82;81;77
82;81;76
82;81;76
83;81;77
83;81;77
83;81;77
83;81;77
82;81;77
83;82;78
83;82;78
83;81;77
83;81;77
84;82;77
84;82;77
84;82;77
83;81;77
83;81;77
83;81;77
85;83;79
85;83;79
85;83;79
85;83;79
85;83;78
85;83;78
85;83;79
85;83;79
85;83;79
85;83;79
85;84;79
85;84;79
84;83;78
84;83;78
85;83;78
85;83;78
84;83;78
83;82;78
83;82;78
84;82;78
84;82;78
83;81;77
83;81;77
83;81;77
82;81;77
82;81;77
83;82;77
83;82;77
84;83;78
84;83;78
83;82;77
83;82;77
83;82;77
85;83;79
85;83;79
85;84;79
85;84;79
86;84;79
86;85;80
86;85;80
86;85;80
88;87;81
88;87;81
88;87;81
88;86;81
89;87;82
89;87;82
89;88;82
89;88;82
88;88;82
88;88;82
88;88;82
88;88;82
88;88;82
88;88;82
88;88;82
89;87;82
89;87;82
87;87;81
87;87;81
89;88;82
89;88;82
89;88;82
89;88;82
89;88;82
90;89;84
90;89;84
90;89;84
89;88;83
89;88;83
90;89;83
90;89;83
90;89;83
90;89;83
92;91;85
92;91;85
92;91;85
93;92;86
93;92;86
93;92;86
93;92;86
93;93;86
93;93;86
94;93;87
94;93;87
95;94;87
95;94;87
96;95;88
96;95;88
96;96;88
96;96;88
96;95;88
96;95;88
97;97;90
97;97;90
97;97;90
97;97;90
97;97;90
97;97;90
97;97;90
97;97;89
98;97;90
98;97;90
98;98;90
98;98;90
98;98;91
99;98;91
99;98;91
98;98;91
98;98;91
99;99;92
99;99;92
100;100;92
100;100;92
100;100;92
100;100;92
101;100;94
101;100;94
101;101;94
103;102;95
103;102;95
104;104;96
104;104;96
105;105;97
105;105;97
105;105;97
107;106;98
107;108;99
107;108;99
107;108;99
108;108;100
108;108;100
108;108;100
109;109;100
109;109;100
109;109;100
108;109;100
107;108;99
107;108;99
107;108;99
107;108;99
108;109;99
107;108;99
107;108;99
107;108;99
107;107;99
107;108;99
107;108;99
107;108;99
107;108;99
107;108;99
107;108;99
107;108;99
107;108;99
108;108;100
108;108;100
108;108;100
109;110;100
110;111;101
110;111;101
110;111;101
110;111;101
111;112;101
111;112;101
112;113;103
113;114;103
113;114;103
114;115;104
114;115;104
115;116;105
115;116;105
116;116;106
117;117;106
117;117;106
117;117;106
117;117;106
117;117;106
118;118;107
118;118;107
118;119;108
118;119;108
119;119;108
119;119;108
119;120;108
119;120;108
119;120;108
119;120;108
119;120;108
119;120;108
118;119;107
118;119;107
118;119;107
118;119;107
116;117;106
116;117;106
116;117;105
116;117;105
116;116;105
116;116;105
116;117;106
115;116;104
115;116;104
117;117;106
117;117;106
116;117;105
116;117;105
117;118;106
117;118;106
117;118;106
118;119;107
118;119;107
119;120;107
119;120;107
122;123;110
123;124;112
125;127;114
125;127;114
127;128;115
128;130;116
128;130;116
130;131;117
130;131;117
130;131;117
131;133;118
131;133;118
131;133;118
134;136;120
134;136;120
134;136;120
134;136;120
134;136;120
135;137;121
135;137;121
134;137;120
134;137;120
136;138;122
136;138;122
135;137;121
135;137;121
135;137;121
134;136;121
134;136;121
134;137;121
134;137;121
134;136;120
134;136;120
134;136;121
134;136;120
134;136;120
133;135;120
135;137;121
135;137;121
135;137;122
135;137;122
135;138;122
135;138;122
137;140;123
137;140;123
139;141;124
139;141;124
141;144;126
141;144;126
141;144;126
143;146;128
143;146;128
145;149;130
145;149;130
147;150;131
147;150;131
149;151;132
149;151;132
149;151;132
151;155;135
151;155;135
154;159;138
154;159;138
156;161;139
158;163;140
158;163;140
160;165;143
160;165;143
162;166;144
162;166;144
163;167;144
163;167;144
163;167;144
163;168;145
164;168;145
164;168;145
164;168;145
165;169;146
165;169;146
164;168;146
164;168;146
165;169;147
165;169;147
165;169;147
166;170;148
166;170;148
166;171;148
167;171;149
167;171;149
167;171;149
168;172;150
168;172;150
168;173;150
168;173;150
169;174;150
169;174;150
171;175;150
171;175;150
172;177;152
172;177;152
173;178;153
173;178;153
173;178;153
174;179;153
174;179;153
175;180;154
175;180;153
175;180;153
176;181;154
177;182;155
177;182;155
177;182;155
177;182;155
177;182;155
177;183;155
177;183;155
177;183;155
177;183;155
177;183;155
177;183;155
178;183;155
178;183;155
178;183;155
178;183;155
178;184;156
178;184;156
178;184;156
178;184;156
180;186;157
180;186;157
180;186;157
179;185;157
179;185;157
178;184;155
178;184;155
177;183;155
177;183;155
177;183;155
177;183;155
177;183;155
178;184;156
178;184;156
177;183;156
177;183;156
178;184;157
178;184;157
178;184;156
178;184;156
178;183;157
178;183;157
178;182;156
178;182;156
176;181;155
176;181;155
175;180;154
173;178;153
173;178;153
173;177;152
173;177;152
171;176;151
171;176;151
171;176;151
171;176;151
171;176;150
171;176;150
172;176;151
172;176;151
173;177;152
173;177;152
173;177;151
173;178;152
173;178;152
173;178;152
173;178;152
173;178;152
173;178;151
173;178;151
171;177;150
171;176;150
171;176;150
170;175;150
169;174;149
169;174;149
169;173;149
169;173;149
169;173;149
167;171;148
166;171;148
166;171;148
166;170;148
166;170;148
166;170;148
164;169;146
164;169;146
164;168;146
162;167;144
162;167;144
163;168;145
163;168;145
162;167;144
161;166;144
161;166;144
160;165;143
160;165;143
160;164;143
160;164;143
159;164;142
159;164;142
159;163;141
159;163;141
159;163;141
159;163;141
159;163;141
156;161;140
156;161;139
156;161;139
155;160;139
155;160;139
153;158;137
153;158;137
152;156;136
152;156;136
150;154;134
149;152;133
149;152;133
147;150;131
147;150;131
146;150;131
146;150;131
146;149;131
144;148;129
144;148;129
145;148;129
145;148;129
145;148;129
145;148;129
144;147;129
144;147;129
144;147;129
144;147;129
145;148;129
145;148;129
145;148;129
146;149;130
146;149;130
146;149;130
146;149;130
146;149;131
146;149;131
146;149;131
146;149;131
147;150;131
147;150;131
148;150;132
148;150;132
148;150;132
149;152;133
149;152;133
150;153;134
150;153;134
151;154;135
151;154;135
152;155;136
153;156;137
153;156;137
154;158;138
155;159;139
155;159;139
155;159;139
155;159;139
155;160;139
156;160;139
156;160;139
156;160;139
155;160;139
155;160;139
155;160;139
154;158;138
154;158;138
154;158;138
154;158;138
154;158;138
154;158;138
153;158;137
153;158;137
153;158;137
153;158;137
154;158;138
154;158;138
153;158;137
153;158;137
153;158;137
153;158;137
155;159;139
155;159;139
155;159;139
155;160;139
155;160;139
155;159;139
155;159;139
156;160;140
156;160;140
158;162;141
158;162;141
159;163;142
159;163;142
159;164;142
161;165;143
161;165;143
161;165;143
162;167;144
162;167;144
163;168;145
163;168;145
164;169;146
164;169;146
166;171;147
166;171;147
166;171;147
167;172;148
168;173;149
168;173;149
169;175;150
169;175;150
170;176;150
170;176;150
171;177;151
171;177;151
173;179;152
173;179;152
174;180;153
174;180;153
175;180;153
175;180;153
175;181;153
175;181;153
175;181;153
175;181;153
177;183;155
177;183;155
177;183;155
177;183;155
177;183;155
177;183;155
176;182;154
176;182;154
177;182;155
177;182;155
176;182;154
176;182;154
176;182;154
176;182;154
176;182;154
176;181;153
175;181;153
175;181;153
175;181;153
175;181;154
175;181;154
175;180;153
175;180;153
175;180;153
174;180;153
174;180;153
176;181;154
176;181;154
175;180;153
175;180;153
174;179;152
174;179;152
174;179;153
174;179;153
173;179;152
173;179;152
173;179;152
173;178;151
173;178;151
173;178;151
172;177;151
172;177;150
172;177;150
171;177;150
171;177;150
172;177;150
172;177;150
171;177;150
171;177;150
171;177;150
171;177;150
171;177;150
176;182;154
178;184;155
178;184;155
178;185;156
178;185;156
180;186;157
180;186;157
181;188;158
183;189;160
183;189;160
183;189;160
184;191;160
184;191;160
184;191;160
184;191;160
185;192;162
185;192;162
186;193;163
186;193;163
186;193;162
186;193;162
186;193;163
186;193;163
186;193;163
186;193;163
187;194;163
187;194;163
187;195;164
187;195;164
187;195;164
187;195;164
187;195;164
187;195;164
187;195;164
187;195;164
187;195;164
187;195;164
187;195;164
189;196;165
188;196;165
189;196;166
190;196;167
190;196;167
190;196;167
190;196;167
190;197;167
190;197;167
189;196;166
189;196;166
189;196;166
189;197;167
189;197;167
190;197;167
190;197;167
190;197;166
190;197;166
190;197;167
190;197;167
190;197;167
190;198;167
190;198;167
190;198;167
190;198;167
192;199;168
192;199;168
192;199;168
192;199;168
191;198;167
191;198;167
191;198;167
191;198;168
191;198;168
191;198;168
191;198;168
191;198;167
191;198;167
191;198;168
191;198;168
192;199;168
192;199;168
192;199;168
192;199;168
191;199;168
191;199;168
193;200;169
193;200;169
193;200;169
192;200;169
192;200;169
192;200;169
192;199;168
192;199;168
192;199;168
192;199;168
192;199;168
194;200;169
194;200;169
193;200;169
193;200;169
193;200;169
193;200;169
193;200;169
193;200;169
193;200;170
193;200;170
193;200;170
193;200;170
192;200;169
192;200;169
193;200;169
193;200;169
192;200;168
192;200;168
193;200;168
193;200;168
193;200;168
192;200;168
192;199;168
192;199;168
192;199;168
192;199;168
192;199;168
192;199;168
192;199;168
192;199;168
191;199;167
191;199;167
191;198;166
191;198;166
191;198;166
191;198;166
190;198;166
191;199;167
191;199;167
191;199;167
191;199;167
191;199;167
191;199;167
190;198;166
189;197;166
189;197;166
189;197;166
189;197;165
189;197;165
189;196;166
189;196;165
189;196;165
190;197;166
190;197;166
189;196;165
189;196;165
189;196;165
189;196;166
189;196;166
189;196;166
189;195;165
189;195;165
189;195;165
189;195;166
189;195;166
190;196;166
190;196;166
188;194;165
188;194;165
189;195;166
188;194;165
188;194;165
189;195;165
189;195;165
189;195;165
189;195;165
188;193;164
188;193;164
188;195;165
188;195;165
188;194;164
188;194;164
188;194;165
188;194;165
188;193;164
188;193;164
187;193;164
187;194;164
187;194;164
187;194;164
187;194;164
187;194;164
187;194;164
187;194;164
187;194;164
187;194;164
188;193;163
188;193;163
188;193;163
188;193;163
189;195;164
189;195;164
188;195;164
188;195;164
189;195;164
189;195;164
189;195;165
189;195;165
189;195;165
190;196;165
190;196;165
189;196;165
189;196;165
189;196;165
190;196;166
190;196;166
190;196;166
190;196;166
192;198;167
192;198;167
192;198;168
192;198;168
192;198;168
192;198;168
192;198;168
192;198;168
192;198;168
193;199;167
193;199;167
192;198;167
192;198;167
192;198;167
192;198;167
192;199;168
192;199;168
193;199;168
193;199;168
192;198;167
192;198;167
192;198;167
192;198;167
192;198;167
192;199;167
192;199;167
193;200;168
193;200;168
193;200;168
193;199;168
193;199;168
193;199;168
194;200;169
194;200;169
194;200;168
194;200;168
194;200;169
194;200;169
194;200;169
194;200;169
194;200;169
195;201;169
195;201;169
195;201;170
195;201;170
195;201;170
195;201;170
195;201;170
195;201;170
196;201;170
194;200;169
194;200;169
194;200;169
192;199;168
192;199;168
193;199;168
193;199;168
191;198;167
191;198;167
191;198;167
191;198;167
190;197;166
190;197;166
190;197;167
190;197;167
190;197;167
190;197;167
191;197;167
191;197;167
191;197;167
191;197;167
191;197;167
190;196;166
190;196;166
190;195;166
190;196;166
190;196;166
189;196;166
189;196;166
189;194;165
189;194;165
189;194;165
189;194;165
188;194;165
188;194;165
188;194;165
188;194;165
188;194;164
188;194;164
188;194;164
188;194;164
187;192;163
187;192;163
187;193;164
187;193;164
188;194;165
188;194;165
187;193;164
187;193;164
187;193;164
187;193;164
188;194;164
188;194;164
188;194;164
189;195;165
189;195;165
188;195;165
188;195;165
189;196;165
189;196;165
189;196;165
189;196;165
189;196;165
191;198;167
191;198;167
191;198;167
191;198;167
191;198;167
191;198;167
192;198;167
192;198;167
193;200;168
193;200;168
193;200;168
193;200;168
192;199;168
192;199;168
192;199;168
192;199;168
191;198;167
191;198;167
192;198;168
192;198;168
192;198;168
192;198;168
192;198;168
192;199;168
192;199;168
192;199;168
191;198;168
191;198;168
192;198;168
192;198;168
192;199;169
192;199;169
192;198;168
192;198;168
191;197;167
191;197;167
192;197;167
192;197;167
190;196;166
190;196;166
189;195;165
189;195;166
189;195;166
187;194;164
187;194;164
187;193;163
187;193;164
187;193;164
187;193;164
187;193;164
188;194;164
188;194;164
188;195;165
188;195;165
189;196;165
189;196;165
190;196;166
190;196;166
191;197;166
191;197;166
191;197;166
192;198;167
192;198;167
191;197;166
191;197;166
191;197;166
190;197;166
190;197;166
190;197;166
190;197;166
190;197;166
192;200;168
192;200;168
193;200;168
193;200;168
194;200;169
194;200;170
194;200;170
195;201;170
195;201;170
196;202;170
196;202;170
196;202;170
197;203;171
197;203;171
197;203;172
198;204;172
198;204;172
198;204;172
198;205;172
198;205;172
199;205;172
199;205;172
198;203;171
198;203;171
196;202;170
196;202;170
195;201;169
195;201;169
194;200;169
193;200;169
193;200;169
193;199;168
193;199;168
193;199;169
193;199;169
191;198;167
191;198;167
190;197;167
190;197;167
190;197;167
190;197;167
189;196;166
189;196;166
190;196;166
191;197;167
191;197;167
191;197;167
191;197;167
191;198;167
191;198;167
191;197;167
191;197;167
191;197;167
192;198;167
192;198;167
192;199;167
192;199;167
192;198;167
192;198;167
192;198;167
191;198;166
191;198;166
192;200;167
192;200;167
193;200;167
193;200;167
193;200;167
194;200;168
194;200;168
194;201;169
194;201;169
195;201;169
195;201;169
196;202;170
196;202;170
196;202;170
197;202;170
197;202;170
197;202;170
198;202;172
198;202;172
199;203;172
199;203;172
198;203;172
198;203;172
198;203;172
196;202;171
196;202;171
195;200;169
195;200;169
195;200;169
193;200;168
193;200;169
192;199;168
192;199;168
192;199;168
192;199;168
192;198;168
192;198;168
192;198;168
192;198;168
191;197;167
191;197;167
191;198;167
192;198;168
192;198;168
191;198;167
192;199;167
192;199;167
191;197;166
191;197;166
189;196;165
189;196;165
187;193;162
187;193;162
183;188;158
183;188;158
179;184;156
179;184;156
175;180;154
172;177;152
172;177;152
168;173;150
168;173;150
166;171;148
166;171;148
164;168;145
164;168;145
162;167;144
162;167;144
161;165;143
161;165;143
161;166;144
161;166;144
161;166;144
163;167;145
163;167;145
164;169;146
164;169;146
167;172;149
167;172;149
171;176;150
174;180;153
174;180;153
178;184;156
178;184;156
182;188;159
182;188;159
183;189;161
185;190;162
185;190;162
184;190;162
184;190;162
184;190;162
183;189;160
183;189;160
183;189;160
185;191;162
185;191;162
186;192;162
186;192;162
186;193;163
186;193;163
188;194;164
188;194;164
188;195;164
188;195;164
190;197;166
192;200;168
192;200;168
195;202;170
195;202;170
199;206;173
201;210;176
201;210;176
206;214;179
206;214;179
206;214;179
208;216;180
208;216;180
207;216;181
205;214;179
205;214;179
205;214;179
202;209;175
202;209;175
199;206;173
197;204;171
197;204;171
197;204;171
196;202;170
196;202;170
196;202;170
196;202;171
196;202;170
196;202;170
195;201;170
195;201;170
191;198;167
191;198;167
188;195;165
188;195;165
186;192;163
186;192;163
184;189;161
184;189;161
181;187;159
179;185;157
179;185;157
179;185;157
179;185;157
179;185;157
180;186;158
180;186;158
181;187;159
181;187;159
183;189;160
183;189;161
183;189;161
183;189;160
183;189;160
182;188;160
182;188;160
183;189;160
183;189;160
182;188;159
182;188;159
184;190;161
185;192;162
185;192;162
185;192;162
187;194;163
187;194;163
187;194;163
189;196;165
189;196;165
189;197;166
189;197;166
190;197;166
190;197;166
190;197;166
189;196;166
189;196;166
190;197;167
190;197;167
191;198;167
191;198;167
193;200;169
195;201;170
195;201;170
197;203;172
197;203;172
197;204;172
197;204;172
197;204;172
196;202;171
196;202;171
196;203;171
195;202;170
195;202;170
194;201;170
194;201;169
194;201;169
192;199;167
190;197;166
190;197;166
187;195;164
187;195;164
186;194;163
186;194;163
186;193;163
186;193;163
186;193;163
186;193;162
186;193;162
185;193;161
185;192;161
185;192;161
185;192;161
185;192;161
185;191;161
185;191;161
184;190;160
184;190;160
183;189;160
182;188;159
182;188;159
182;188;158
182;188;158
181;186;158
181;186;158
181;186;158
180;185;157
180;185;157
179;184;156
179;184;156
179;183;155
179;183;155
178;183;155
178;183;155
178;183;155
178;183;155
177;183;155
177;183;155
177;183;154
177;183;154
177;183;154
176;182;154
176;182;154
176;181;153
176;181;153
176;181;154
176;181;154
176;181;154
177;183;156
177;183;156
179;184;156
182;187;158
182;187;158
185;190;161
185;190;161
187;193;163
187;193;163
189;194;164
191;196;166
191;196;166
191;197;166
191;197;166
193;199;168
193;199;168
195;200;170
195;200;170
195;200;170
196;201;171
196;201;171
195;201;170
195;201;170
194;200;169
194;200;169
193;200;168
192;199;167
192;199;167
192;199;167
192;199;167
192;198;166
192;198;166
192;198;166
192;198;166
191;197;166
191;197;166
191;197;166
190;196;165
190;196;165
190;196;165
191;197;165
191;197;165
191;198;166
191;198;165
191;198;165
191;198;165
191;198;165
192;199;166
192;199;166
191;199;166
191;199;166
192;198;166
192;197;166
191;197;166
191;197;166
191;196;165
191;196;165
191;196;165
191;196;165
191;196;165
190;195;164
190;195;164
190;195;164
190;195;164
188;193;163
188;193;163
187;192;162
187;191;162
187;191;162
185;190;161
185;190;161
185;190;161
185;190;161
184;189;160
184;189;160
184;189;159
184;188;159
184;188;159
184;188;159
185;190;160
185;190;160
185;190;160
185;190;160
185;190;160
187;191;162
187;191;162
188;193;163
188;193;163
188;192;163
188;192;163
188;193;164
188;193;164
189;194;164
189;194;164
189;194;164
188;195;163
188;195;163
188;195;163
188;195;163
188;195;163
190;197;164
191;197;166
190;196;165
190;196;165
189;195;164
189;195;164
187;193;163
187;193;163
186;191;161
186;191;161
184;189;160
183;187;159
183;187;159
183;187;159
182;186;158
182;186;158
182;186;158
181;186;157
181;186;157
181;186;157
182;187;158
183;189;159
190;196;165
190;196;165
189;194;163
187;192;161
187;192;161
184;189;159
184;189;159
182;187;158
182;187;158
182;187;158
182;186;157
182;186;157
183;187;158
183;187;158
183;187;158
183;187;158
183;187;158
183;187;158
185;190;160
185;190;160
185;190;160
187;192;162
188;194;163
188;194;163
188;194;163
190;196;165
190;196;165
191;196;165
191;196;165
190;196;165
190;196;165
189;195;164
189;195;164
190;196;165
190;196;165
189;195;164
189;195;164
189;195;164
189;195;164
189;195;164
189;194;164
189;194;164
189;194;164
189;194;164
189;195;165
189;195;165
190;195;165
191;197;166
191;197;166
192;197;166
192;197;166
192;197;166
192;197;166
194;199;168
194;199;168
193;199;167
193;199;167
193;199;167
193;199;167
195;201;169
195;201;169
195;201;169
195;201;169
195;201;169
194;200;169
192;198;166
192;198;166
192;198;166
190;197;165
190;197;165
190;197;165
190;197;165
190;197;166
190;197;166
189;196;165
189;196;165
190;196;165
190;196;165
188;195;164
186;193;163
186;193;163
186;193;163
187;194;163
187;194;163
189;196;165
189;196;165
191;198;166
191;198;166
192;198;166
192;198;166
192;198;166
193;200;168
193;200;168
193;200;168
194;200;169
194;200;169
194;200;169
194;200;169
193;199;167
190;197;165
190;197;165
189;195;164
189;195;164
187;193;163
187;193;163
184;190;160
184;190;160
183;188;159
182;187;159
182;187;159
182;186;159
182;186;159
180;185;157
180;185;157
179;184;157
179;184;157
179;184;157
179;184;157
178;183;155
178;183;155
178;183;155
177;182;155
177;182;155
177;181;155
177;181;155
177;181;155
177;181;155
176;181;155
176;181;155
177;182;156
177;182;156
177;182;156
178;183;157
178;183;157
179;184;157
181;187;159
182;187;159
182;187;159
182;187;159
184;190;161
184;190;161
184;190;161
184;190;161
184;190;161
184;190;161
183;189;160
183;189;160
183;189;160
182;187;159
182;187;159
182;187;159
182;187;159
182;187;159
182;187;159
182;187;159
182;188;159
182;188;159
183;188;160
183;188;160
183;188;160
185;190;161
185;190;161
186;191;162
186;191;162
187;193;164
188;194;164
188;194;164
190;196;165
190;196;165
190;197;166
190;197;166
191;198;167
191;198;167
192;198;167
192;198;167
192;198;167
191;198;167
191;198;167
190;196;166
190;196;166
188;195;164
187;193;163
187;193;163
187;193;163
187;193;163
186;192;162
186;192;162
186;192;162
185;191;161
185;191;161
184;191;161
184;191;161
185;191;162
185;191;162
185;191;162
187;193;162
187;193;162
187;194;163
187;194;163
187;194;163
187;194;163
188;194;164
189;196;164
189;196;164
189;196;164
190;196;165
190;196;165
191;197;166
191;197;166
190;197;166
190;197;166
191;197;167
191;197;167
190;196;165
190;196;165
188;195;164
188;195;164
187;193;162
187;193;162
184;189;160
182;187;159
182;187;159
179;185;157
177;182;155
177;182;155
176;180;154
176;181;154
176;181;154
176;181;153
176;181;153
176;181;153
176;181;153
176;181;153
176;182;154
176;182;154
176;181;153
178;183;155
178;183;155
179;184;156
179;184;156
180;186;157
180;186;157
182;188;158
182;188;158
184;191;160
187;194;163
187;194;163
189;196;164
189;196;164
191;197;166
191;197;166
190;197;165
190;197;165
189;195;164
189;195;164
186;193;162
186;193;162
185;191;161
185;191;161
184;189;160
184;189;160
184;188;160
184;188;160
183;188;160
183;188;160
182;187;159
182;187;159
182;188;159
183;188;159
183;188;159
183;188;159
184;189;160
186;191;163
186;191;163
188;194;165
188;194;165
190;196;166
190;196;166
192;198;168
192;198;168
195;200;170
195;200;170
197;202;171
197;202;171
196;202;171
196;201;170
196;201;170
194;200;169
194;200;169
193;199;168
193;199;168
193;199;168
191;198;167
191;198;167
192;198;167
192;198;167
191;198;167
191;198;167
191;198;167
191;198;167
191;198;167
191;197;167
191;197;167
192;198;167
192;198;167
192;198;167
192;198;168
192;198;168
193;199;168
193;199;168
192;199;167
192;199;167
193;200;168
194;200;169
194;200;169
196;200;170
196;200;170
197;202;171
197;201;170
197;201;170
195;201;170
195;201;170
193;200;168
193;200;167
193;200;167
192;200;167
192;199;166
192;199;166
190;197;165
189;196;165
189;196;165
189;195;164
189;195;164
190;195;165
190;195;165
190;196;166
189;195;165
189;195;165
190;196;166
190;196;166
190;197;166
190;197;166
192;198;168
192;198;168
193;199;168
193;199;168
192;198;168
193;199;168
193;199;168
192;198;168
192;198;168
194;199;168
194;199;168
194;200;169
194;200;168
194;200;168
194;200;168
193;200;168
193;199;168
193;199;168
192;198;167
192;198;167
192;198;167
192;198;167
192;198;167
191;196;165
191;196;165
192;198;167
193;200;167
193;200;167
193;200;167
193;200;167
193;200;167
193;200;167
192;198;166
192;198;166
192;198;166
192;198;166
192;198;166
192;198;166
192;198;166
192;198;166
192;198;166
192;198;166
192;198;167
192;198;167
190;196;166
190;196;166
189;195;165
189;195;165
189;195;165
189;195;165
189;195;164
189;195;164
189;195;164
189;195;164
189;195;164
188;193;163
186;192;162
186;192;162
185;190;160
185;190;160
183;188;159
182;187;158
182;187;158
181;186;157
181;186;157
179;184;157
179;184;157
180;185;157
179;183;156
179;183;156
179;183;156
179;183;156
178;182;155
178;182;155
178;183;156
178;184;156
178;184;156
180;185;157
180;185;157
182;187;159
182;187;159
182;187;160
182;187;160
182;187;160
185;191;162
185;191;162
187;193;164
187;193;164
188;195;165
188;195;165
190;197;166
192;199;167
192;199;167
193;200;168
193;200;168
191;198;167
191;198;167
189;195;165
189;195;165
186;192;162
185;191;161
185;191;161
185;191;162
185;191;162
185;191;161
185;191;161
185;190;161
185;190;161
184;190;161
185;190;161
185;190;161
186;192;163
186;192;163
186;192;163
188;194;164
188;194;164
190;196;166
190;196;166
192;198;167
192;198;167
193;199;167
194;200;168
194;200;168
196;202;170
196;202;170
197;203;172
197;203;172
197;203;172
196;202;171
196;202;171
193;200;168
193;200;168
