R;G;B
31;98;29
31;98;29
32;100;30
32;99;30
32;99;30
32;98;31
32;98;31
32;98;31
33;98;32
31;98;29
31;98;29
32;98;30
31;99;30
32;99;30
32;100;31
32;100;31
32;100;31
33;100;31
34;103;33
34;104;33
34;104;33
41;130;38
41;128;38
41;127;39
41;127;39
41;127;39
41;126;38
41;126;38
40;127;38
40;127;38
41;127;38
41;129;38
41;129;38
41;129;38
41;129;38
41;129;38
41;129;38
42;130;38
42;130;38
41;127;36
40;126;36
40;126;36
40;126;36
40;126;36
41;126;37
41;126;37
41;127;37
40;127;36
40;127;36
40;127;36
40;127;36
41;128;37
41;128;37
41;129;37
42;129;37
42;129;37
41;128;36
41;128;36
41;128;36
41;129;37
41;129;37
41;128;37
41;128;37
40;128;36
40;128;36
40;128;37
40;128;37
40;128;36
41;128;37
41;128;37
41;128;37
40;128;36
40;128;36
40;128;37
40;128;36
40;128;36
41;129;37
41;128;37
41;128;37
40;128;36
40;128;36
40;128;36
41;129;37
41;129;37
41;129;37
40;128;36
40;128;36
41;128;36
41;128;36
41;129;37
41;129;37
40;129;37
40;129;37
41;129;37
40;128;37
40;128;37
40;128;37
40;128;37
41;129;38
41;129;38
41;129;38
41;130;38
41;130;38
44;132;41
44;132;41
44;132;41
44;134;41
44;134;41
44;134;41
44;134;41
44;134;41
43;134;39
43;134;39
43;134;39
43;134;39
43;134;40
43;134;39
43;134;39
43;134;39
42;133;38
43;133;39
43;133;39
43;133;39
43;133;39
42;131;38
42;131;38
41;131;38
41;130;37
41;130;37
41;130;37
41;130;37
40;130;38
40;130;38
40;130;38
42;130;38
42;130;38
42;130;38
43;131;38
43;131;38
43;131;39
43;131;39
43;131;39
43;131;39
43;133;39
43;133;39
43;134;39
43;134;39
43;134;39
43;134;38
43;134;38
43;134;38
42;134;38
42;134;38
42;134;38
42;134;38
42;134;38
42;134;38
43;135;40
43;135;40
43;135;40
43;135;40
43;135;40
43;135;40
43;135;40
43;135;40
43;135;40
44;136;41
43;136;40
43;136;40
43;136;40
43;135;40
43;135;40
43;135;40
43;135;40
